x,y,heading,s,dst,angle,delta
-9.888929,-12.450591,1.590256,6.625284,0.100927,0.047479,0.024933
-9.888929,-12.450591,1.590256,6.625284,0.100927,0.047479,0.024933
-9.888929,-12.450591,1.590256,6.625284,0.100927,0.047479,0.024933
-9.887825,-12.451019,1.590025,6.625284,0.100927,0.047479,0.024933
-9.887825,-12.451019,1.590025,6.624721,0.103154,0.047776,0.025408
-9.887825,-12.451019,1.590025,6.624721,0.103154,0.047776,0.025408
-9.887825,-12.451019,1.590025,6.624721,0.103154,0.047776,0.025408
-9.887825,-12.451019,1.590025,6.624721,0.103154,0.047776,0.025408
-9.887825,-12.451019,1.590025,6.624721,0.103154,0.047776,0.025408
-9.885621,-12.450736,1.638604,6.624721,0.103154,0.047776,0.025408
-9.885621,-12.450736,1.638604,6.630468,-0.137432,-0.001467,-0.027633
-9.885621,-12.450736,1.638604,6.630468,-0.137432,-0.001467,-0.027633
-9.885621,-12.450736,1.638604,6.630468,-0.137432,-0.001467,-0.027633
-9.885621,-12.450736,1.638604,6.630468,-0.137432,-0.001467,-0.027633
-9.885621,-12.450736,1.638604,6.630468,-0.137432,-0.001467,-0.027633
-9.885291,-12.449762,1.640625,6.630468,-0.137432,-0.001467,-0.027633
-9.885291,-12.449762,1.640625,6.631378,-0.147144,-0.003593,-0.029788
-9.885291,-12.449762,1.640625,6.631378,-0.147144,-0.003593,-0.029788
-9.885291,-12.449762,1.640625,6.631378,-0.147144,-0.003593,-0.029788
-9.885291,-12.449762,1.640625,6.631378,-0.147144,-0.003593,-0.029788
-9.885291,-12.449762,1.640625,6.631378,-0.147144,-0.003593,-0.029788
-9.889538,-12.449326,1.621907,6.631378,-0.147144,-0.003593,-0.029788
-9.889538,-12.449326,1.621907,6.631554,-0.057768,0.015104,-0.010043
-9.889538,-12.449326,1.621907,6.631554,-0.057768,0.015104,-0.010043
-9.889538,-12.449326,1.621907,6.631554,-0.057768,0.015104,-0.010043
-9.889538,-12.449326,1.621907,6.631554,-0.057768,0.015104,-0.010043
-9.889538,-12.449326,1.621907,6.631554,-0.057768,0.015104,-0.010043
-9.885752,-12.446616,1.660354,6.631554,-0.057768,0.015104,-0.010043
-9.885752,-12.446616,1.660354,6.633169,-0.246031,-0.023528,-0.051559
-9.885752,-12.446616,1.660354,6.633169,-0.246031,-0.023528,-0.051559
-9.885752,-12.446616,1.660354,6.633169,-0.246031,-0.023528,-0.051559
-9.885752,-12.446616,1.660354,6.633169,-0.246031,-0.023528,-0.051559
-9.885752,-12.446616,1.660354,6.633169,-0.246031,-0.023528,-0.051559
-9.886747,-12.444862,1.635373,6.633169,-0.246031,-0.023528,-0.051559
-9.886747,-12.444862,1.635373,6.636320,-0.122016,0.001093,-0.024294
-9.886747,-12.444862,1.635373,6.636320,-0.122016,0.001093,-0.024294
-9.886747,-12.444862,1.635373,6.636320,-0.122016,0.001093,-0.024294
-9.886747,-12.444862,1.635373,6.636320,-0.122016,0.001093,-0.024294
-9.886747,-12.444862,1.635373,6.636320,-0.122016,0.001093,-0.024294
-9.887265,-12.438786,1.618778,6.636320,-0.122016,0.001093,-0.024294
-9.887265,-12.438786,1.618778,6.641615,-0.039165,0.017086,-0.006124
-9.887265,-12.438786,1.618778,6.641615,-0.039165,0.017086,-0.006124
-9.887265,-12.438786,1.618778,6.641615,-0.039165,0.017086,-0.006124
-9.887265,-12.438786,1.618778,6.641615,-0.039165,0.017086,-0.006124
-9.886168,-12.429982,1.606354,6.641615,-0.039165,0.017086,-0.006124
-9.886168,-12.429982,1.606354,6.648901,0.024602,0.028690,0.007790
-9.886168,-12.429982,1.606354,6.648901,0.024602,0.028690,0.007790
-9.886168,-12.429982,1.606354,6.648901,0.024602,0.028690,0.007790
-9.886168,-12.429982,1.606354,6.648901,0.024602,0.028690,0.007790
-9.886168,-12.429982,1.606354,6.648901,0.024602,0.028690,0.007790
-9.880695,-12.417860,1.599791,6.648901,0.024602,0.028690,0.007790
-9.880695,-12.417860,1.599791,6.659674,0.063632,0.034056,0.016132
-9.880695,-12.417860,1.599791,6.659674,0.063632,0.034056,0.016132
-9.880695,-12.417860,1.599791,6.659674,0.063632,0.034056,0.016132
-9.880695,-12.417860,1.599791,6.659674,0.063632,0.034056,0.016132
-9.880695,-12.417860,1.599791,6.659674,0.063632,0.034056,0.016132
-9.881625,-12.408484,1.595055,6.659674,0.063632,0.034056,0.016132
-9.881625,-12.408484,1.595055,6.668309,0.086958,0.037848,0.021176
-9.881625,-12.408484,1.595055,6.668309,0.086958,0.037848,0.021176
-9.881625,-12.408484,1.595055,6.668309,0.086958,0.037848,0.021176
-9.881625,-12.408484,1.595055,6.668309,0.086958,0.037848,0.021176
-9.881625,-12.408484,1.595055,6.668309,0.086958,0.037848,0.021176
-9.882877,-12.395855,1.592758,6.668309,0.086958,0.037848,0.021176
-9.882877,-12.395855,1.592758,6.680674,0.097961,0.038815,0.023474
-9.882877,-12.395855,1.592758,6.680674,0.097961,0.038815,0.023474
